"id","name","title","gender","birth_date","death_date","family_self","family_parents","dist_to_I1208","dist_to_I1128","dist_to_I610","dist_to_I3012","dist_to_I3023","dist_to_I3034","dist_to_I452","dist_to_I444","dist_to_I603","dist_to_I52","min_offset_to_royal","min_dist_to_royal"
"I2451","Philip II Augustus","King of France","M",1165,1223,"F1156 - F1170 - F1171","F1169",27,27,26,29,27,31,26,27,26,25,5,25
"I2452","Louis VI the Fat","King of France","M",1081,1137,"F694 - F1158","F1159",28,28,27,30,28,32,27,28,27,26,5,26
"I2453","Adelaide of Savoy",,"F",1094,1154,"F1158","",28,28,27,30,28,32,27,28,27,26,5,26
"I2454","Philip I the Fair","King of France","M",1052,1108,"F1159 - F1160","F1161",29,29,28,31,29,33,28,29,28,27,5,27
"I2455","Bertha of Holland",,"F",1033,1093,"F1159","",29,29,28,31,29,33,28,29,28,27,5,27
"I2456","Bertrada de Montfort",,"F",1052,,"F1160","",30,30,29,32,30,34,29,30,29,28,5,28
"I2457","Henry I ","King of France","M",1008,1060,"F1196 - F1161","F1162",30,30,29,32,30,34,29,30,29,28,5,28
"I2460","Hugh ",,"M",1007,1025,"","F1162",32,32,31,34,32,36,31,32,31,30,5,30
"I2464","Louis X the Headstrong","King of France","M",1289,1316,"F1232 - F1157","F794",25,25,24,27,25,29,24,25,24,23,5,23
"I2465","Philip V the Tall","King of France","M",1294,1322,"F1175","F794",25,25,24,27,25,29,24,25,24,23,5,23
"I2466","John I ","King of France","M",1316,1316,"","F1157",26,26,25,28,26,30,25,26,25,24,5,24
"I2467","William I ","King of Sicily","M",1120,1166,"F1166","F1167",29,29,28,31,29,33,28,29,28,27,5,27
"I2468","Roger II ",,"M",1095,,"F1167","",30,30,29,32,30,34,29,30,29,28,5,28
"I2469","Philip ",,"M",1112,,"","F1158",29,29,28,31,29,33,28,29,28,27,5,27
"I2470","Robert ","Count of Dreux","M",1112,,"","F1158",29,29,28,31,29,33,28,29,28,27,5,27
"I2471","Pierre de Courtenay",,"M",1112,,"","F1158",29,29,28,31,29,33,28,29,28,27,5,27
"I2472","Henry of Beauvais","Bishop of Rouen","M",1112,,"","F1158",29,29,28,31,29,33,28,29,28,27,5,27
"I2473","Philip ","Bishop of Paris","M",1112,,"","F1158",29,29,28,31,29,33,28,29,28,27,5,27
"I2474","Constance of Toulouse","Constance","F",1112,,"","F1158",29,29,28,31,29,33,28,29,28,27,5,27
"I2475","Constance of Castile",,"F",1100,1160,"F1168","",28,28,27,30,28,32,27,28,27,26,5,26
"I2476","Adele of Champagne",,"F",1146,1206,"F1169","",28,28,27,30,28,32,27,28,27,26,5,26
"I2477","Isabella of Hainault",,"F",1130,1190,"F1156","",27,27,26,29,27,31,26,27,26,25,5,25
"I2478","Ingeborg ",,"F",1175,1236,"F1170","",28,28,27,30,28,32,27,28,27,26,5,26
"I2479","Agnes of Meranie","Princess","F",1141,1201,"F1171","",28,28,27,30,28,32,27,28,27,26,5,26
"I2480","Philip  (Hurepel)",,"M",1178,,"","F1171",28,28,27,30,28,32,27,28,27,26,5,26
"I2481","Alphonse ",,"M",1211,1271,"","F690",27,27,26,29,27,31,26,27,26,25,5,25
"I2482","Margaret of Provence",,"F",1221,1295,"F689","F1172",25,25,24,27,25,29,24,25,24,23,5,23
"I2483","Raymond of Provence (Berenger)","Count IV","M",1196,,"F1172","",26,26,25,28,26,30,25,26,25,24,5,24
"I2484","Charles of Anjou",,"M",1212,,"","F690",27,27,26,29,27,31,26,27,26,25,5,25
"I2485","Mary of Brabant",,"F",1261,1321,"F688","",24,24,23,26,24,28,23,24,23,22,5,22
"I2486","Joan of Navarre",,"F",1271,1305,"F794","",24,24,23,26,24,28,23,24,23,22,5,22
"I2487","Clemence of Hungary",,"F",1293,1328,"F1157","F1173",26,26,25,28,26,30,25,26,25,24,5,24
"I2488","Charles I ","King of Hungary","M",1288,1342,"F1173","F1174",27,27,26,29,27,31,26,27,26,25,5,25
"I2489","Charles II ","King of Naples","M",1263,,"F1174","",28,28,27,30,28,32,27,28,27,26,5,26
"I2490","Joan of Burgundy",,"F",1293,1329,"F1175","",26,26,25,28,26,30,25,26,25,24,5,24
"I2491","Blanche of Burgundy",,"F",1296,1326,"F1176","",26,26,25,28,26,30,25,26,25,24,5,24
"I2492","Marie of Luxemburg",,"F",1305,1323,"F1177","",26,26,25,28,26,30,25,26,25,24,5,24
"I2493","Joan of Evreux",,"F",1311,1371,"F1178","",26,26,25,28,26,30,25,26,25,24,5,24
"I2494","Philip VI of Valois","King of France","M",1293,1350,"F1180 - F1181","F1179",23,23,22,25,23,27,22,23,22,21,5,21
"I2495","Charles de Valois",,"M",1270,1325,"F1179","",24,24,23,26,24,28,23,24,23,22,5,22
"I2496","Joan of Burgundy","Queen","F",1289,1349,"F1180","",23,23,22,25,23,27,22,23,22,21,5,21
"I2497","Blanche of Navarre",,"F",1338,1398,"F1181","",24,24,23,26,24,28,23,24,23,22,5,22
"I2498","John II the Good","King of France","M",1319,1364,"F1192 - F1233","F1180",22,22,21,24,22,26,21,22,21,20,5,20
"I2499","Charles V the Wise","King of France","M",1337,1380,"F1182","F1192",21,21,20,23,21,25,20,21,20,19,5,19
"I2500","Joan of Bourbon","Queen","F",1338,1378,"F1182","",21,21,20,23,21,25,20,21,20,19,5,19
"I2501","Louis of Beaumont","Count of Valois","M",1347,1407,"","F1182",22,22,21,24,22,26,21,22,21,20,5,20
"I2502","Catherine ","Princess","F",1362,,"","F1182",22,22,21,24,22,26,21,22,21,20,5,20
"I2503","Isabelle ",,"F",1378,1378,"","F1182",22,22,21,24,22,26,21,22,21,20,5,20
"I2504","Stanislaw  (Leczinski)","King of Poland","M",1678,,"F1183","",22,17,18,23,17,26,18,14,18,18,8,14
"I2505","Margaret of Valois",,"F",1553,1615,"F1184","",17,14,16,19,14,21,16,14,16,15,4.33333333333333,14
"I2506","Elizabeth ",,"F",1730,,"","F1185",22,17,18,23,17,26,18,14,18,18,8,14
"I2507","Charles ","Duke of Berry","M",1686,1714,"F1375","F1143",19,12,15,18,12,21,14,11,15,15,8,11
"I2508","Clotilde of Savoy",,"F",1745,1805,"F1186","",23,18,19,24,18,27,19,15,19,19,8,15
"I2509"," of Angouleme","Duke",,1775,,"","F1186",23,18,19,24,18,27,19,15,19,19,8,15
"I2510"," of Berry","Duke","M",1778,,"","F1186",23,18,19,24,18,27,19,15,19,19,8,15
"I2511","Louis Philippe I ","King of France","M",1773,1850,"F1187","F1188",13,6,9,12,6,15,8,10,9,9,2.5,6
"I2513","Louis-Philippe Joseph",,"M",1733,1793,"F1188","F1189",14,7,10,13,7,16,9,11,10,10,2.5,7
"I2514","Louise Adelaide de Penthievre","Princess","F",1733,,"F1188","",14,7,10,13,7,16,9,11,10,10,2.5,7
"I2515","Louis-Philippe ",,"M",1725,1785,"F1189","F1190",15,8,11,14,8,17,10,12,11,11,2.5,8
"I2516","Louis of Orleans",,"M",1692,1752,"F1190","F1191",16,9,12,15,9,18,11,13,12,12,2.5,9
"I2517","Philippe Duc de Chartes","Regent","M",1674,1723,"F1191","F1373",17,10,13,16,10,19,12,13,13,13,2.5,10
"I2518","Philip the Bold",,"M",1344,1404,"","F1192",23,23,22,25,23,27,22,23,22,21,5,21
"I2519","Bonne of Luxemburg",,"F",1289,1349,"F1192","",22,22,21,24,22,26,21,22,21,20,5,20
"I2520","Joan of Valois",,"F",1295,,"F1193","F1179",25,25,24,27,25,29,24,25,24,23,5,23
"I2521","Robert of Artois","Duke of Richmond","M",1295,,"F1193","",26,26,25,28,26,30,25,26,25,24,5,24
"I2522","Charles IX ","King of France","M",1550,1574,"F1229","F1148",17,17,16,19,17,21,16,17,16,15,5,15
"I2523","Henry III ","King of France","M",1551,1589,"F1230","F1148",17,17,16,19,17,21,16,17,16,15,5,15
"I2524","Charles of Valois","Count Angouleme","M",1476,,"F729","F1194",18,18,17,20,18,22,17,18,17,16,5,16
"I2525","John of Valois","Count Angouleme","M",1451,,"F1194","",19,19,18,21,19,23,18,19,18,17,5,17
"I2526","Margaretha of Sweden","Princess","F",1934,,"F1285","F217",12,8,4,15,8,19,7,8,2,7,7,2
"I2527","Birgitta of Sweden","Princess","F",1937,,"F1286","F217",12,8,4,15,8,19,7,8,2,7,7,2
"I2528","Desiree of Sweden","Princess","F",1938,,"F1287","F217",12,8,4,15,8,19,7,8,2,7,7,2
"I2529","Christina Louise Helen","Princess","F",1943,,"F1288","F217",12,8,4,15,8,19,7,8,2,7,7,2
"I2530","Peter I ","King of Serbia","M",1861,1921,"F1195","",13,10,9,15,10,18,9,8,9,9,8,8
"I2531","Zorka of Montenegro","Princess","F",1829,1889,"F1195","",13,10,9,15,10,18,9,8,9,9,8,8
"I2532","George  (Karageorgeovitch)",,"M",1870,,"","F1195",14,11,10,16,11,19,10,9,10,10,8,9
"I2534","Hugh the Great of Vermandois","Count","M",1033,,"","F1196",31,31,30,33,31,35,30,31,30,29,5,29
"I2535","Anne of Kiev",,"F",1024,1066,"F1161","",30,30,29,32,30,34,29,30,29,28,5,28
"I2537","Charles VII ","King of France","M",1403,1461,"F1197","F915",21,21,20,23,21,25,20,21,20,19,5,19
"I2538","Mary of Anjou",,"F",1404,1463,"F1197","F1198",22,22,21,24,22,26,21,22,21,20,5,20
"I2539","Yolande of Aragon",,"F",1379,,"F1198","",23,23,22,25,23,27,22,23,22,21,5,21
"I2540","Louis XI ","King of France","M",1423,1483,"F1199 - F1200","F1197",22,22,21,24,22,26,21,22,21,20,5,20
"I2541","Margaret of Scotland",,"F",1418,1445,"F1199","",23,23,22,25,23,27,22,23,22,21,5,21
"I2542","Charlotte of Savoy",,"F",1445,1483,"F1200","",23,23,22,25,23,27,22,23,22,21,5,21
"I2543","Charles VIII ","King of France","M",1490,1498,"F343","F1200",23,23,22,25,23,27,22,23,22,21,5,21
"I2544","Anne ",,"F",1461,1522,"","F1200",23,23,22,25,23,27,22,23,22,21,5,21
"I2545","Anne of Brittany",,"F",1477,1514,"F343","",24,24,23,26,24,28,23,24,23,22,5,22
"I2546","Anne of Cleves",,"F",1391,,"F462","",19,19,18,21,19,23,18,19,18,17,5,17
"I2547","Joan of Valois",,"F",1464,1505,"F1151","",19,19,18,21,19,23,18,19,18,17,5,17
"I2548","Anne of Brittany",,"F",1476,1514,"F1201","",18,18,17,20,18,22,17,18,17,16,5,16
"I2549","Catherine of Brandenburg -Kustrin",,"F",1550,,"F1054","",17,14,13,19,14,21,13,14,16,13,5,13
"I2614","Augusta Reuss-Ebersdorf","Countess","F",1757,1831,"F1147","F1228",10,6,6,12,6,15,6,7,6,6,4.5,6
"I2615","Elisabeth of Austria",,"F",1554,1592,"F1229","",18,18,17,20,18,22,17,18,17,16,5,16
"I2616","Marie Elisabeth",,"F",1572,1578,"","F1229",18,18,17,20,18,22,17,18,17,16,5,16
"I2617","Louise of Lorraine",,"F",1553,1601,"F1230","",18,18,17,20,18,22,17,18,17,16,5,16
"I2618","Isabelle of Aragon",,"F",1247,1271,"F1231","",25,25,24,27,25,29,24,25,24,23,5,23
"I2619","Marguerite of Burgundy",,"F",1290,1315,"F1232","",26,26,25,28,26,30,25,26,25,24,5,24
"I2620","Joan of Boulogne",,"F",1326,1361,"F1233","",23,23,22,25,23,27,22,23,22,21,5,21
"I2621","Magdalen of Hochstadten","Baroness","F",1846,1917,"F1234","",12,10,8,9,10,13,10,8,8,7,5,7
"I2622","William of Prussia","Prince","M",1790,,"F1235","",12,11,7,12,11,16,8,9,7,6,5,6
"I2623","John  (Loisinger)",,"M",1840,,"F1236","",14,12,8,13,12,17,10,8,8,7,5,7
"I2624","Francis II Frederick of Mecklenburg","Grand Duke","M",1823,1883,"F1237","",13,12,8,12,12,16,9,9,8,7,5,7
"I2625","Josephine of Lichtenberg","Baroness","F",1857,1952,"F1238","F1239",13,12,8,12,12,16,9,9,8,7,5,7
"I2626","Philip  (Bender)",,"M",1832,,"F1239","",14,13,9,13,13,17,10,10,9,8,5,8
"I2627","Caroline of Nidda","Baroness","F",1848,1879,"F1240","",13,12,8,12,12,16,9,9,8,7,5,7
"I2628","Emily of Dornberg","Baroness","F",1868,1961,"F1241","",13,12,8,12,12,16,9,9,8,7,5,7
"I2629","Louis ",,"M",1931,1937,"","F158",12,9,7,14,9,17,8,7,7,4,5,4
"I2630","Alexander ",,"M",1933,1937,"","F158",12,9,7,14,9,17,8,7,7,4,5,4
"I2631","Joanna ",,"F",1936,1939,"","F158",12,9,7,14,9,17,8,7,7,4,5,4
"I2632","Auckland L. of Rolvende (Geddes)",,"M",1888,,"F1242","",13,13,9,15,13,19,9,10,9,8,5,8
"I2633","Maria de las Mercedes",,"F",1860,1878,"F1243","",13,13,9,15,13,19,9,5,9,9,8,5
"I2634","Maria de las Mercedes",,"F",1880,1904,"F1244","F254",13,13,9,15,13,19,9,4,9,9,8,4
"I2635","Maria Theresa",,"F",1882,1912,"F1254","F254",13,13,9,15,13,19,9,5,9,9,8,5
"I2636","Charles of Bourbon -Sicily","Prince","M",1870,1949,"F1244 - F1245","",13,12,8,15,12,19,9,3,9,9,8,3
"I2637","Louise ",,"F",1882,1952,"F1245","",13,12,8,15,12,19,9,3,9,9,8,3
"I2638","Louis de la Torre (Gomez-Acebo)","Viscount","M",1934,,"F1246","",13,13,9,15,13,19,9,4,9,9,8,4
"I2639","Carlos Zurita y Delgado",,"M",1943,,"F1247","",13,13,9,15,13,19,9,4,9,9,8,4
"I2640","Edelmira ",,"F",1906,,"F1248","",12,12,8,14,12,18,8,5,8,8,8,5
"I2641","Martha y Altazurra (Rocafort)",,"F",1907,,"F1249","",12,12,8,14,12,18,8,5,8,8,8,5
"I2642","Maria Christina",,"F",1911,,"F1250","F143",11,11,7,13,11,17,7,4,7,7,8,4
"I2643","Gonzalo ",,"M",1914,1934,"","F143",11,11,7,13,11,17,7,4,7,7,8,4
"I2644","Henry C. (Marone)",,"M",1895,1968,"F1250","",12,12,8,14,12,18,8,5,8,8,8,5
"I2645","Alexander of Civitella- Cess (Torlonia)","Prince","M",1911,,"F1251","",12,12,8,14,12,18,8,5,8,8,8,5
"I2646","Emmanuela de Dampierre",,"F",1913,,"F1252","",12,12,8,14,12,18,8,5,8,8,8,5
"I2647","Charlotte  (Tiedemann)",,"F",1919,,"F1253","",12,12,8,14,12,18,8,5,8,8,8,5
"I2648","Ferdinand of Bavaria",,"M",1884,1958,"F1254","F1255",14,14,10,16,14,20,10,6,10,10,8,6
"I2649","Louis Ferdinand of Bavaria","Prince","M",1859,1949,"F1255","",15,15,11,17,15,21,11,7,11,11,8,7
"I2650","Maria de la Paz",,"F",1862,1946,"F1255","",15,15,11,17,15,21,11,7,11,11,8,7
"I2651","Adolph of Schwarzburg- Rudolstadt","Prince","M",1801,1875,"F1256","",5,11,10,12,11,15,10,10,12,10,9,5
"I2652","Matilda ",,"F",1826,1914,"F1256","",5,11,10,12,11,15,10,10,12,10,9,5
"I2653","Frederica ",,"F",1770,1819,"F1257","F239",8,9,8,12,9,13,8,11,10,9,6.33333333333333,8
"I2654","Alexandrine ",,"F",1803,1892,"F183","F145",5,8,7,9,8,12,7,7,9,7,9,5
"I2655","Frederick ",,"M",1774,1799,"","F239",8,9,8,12,9,13,8,11,10,9,6.33333333333333,8
"I2656","Amalia ",,"F",1830,1872,"F1258","",7,10,9,12,10,16,9,10,12,9,9,7
"I2657","Mary ",,"F",1855,1888,"F1259","",7,10,9,12,10,16,9,10,12,9,9,7
"I2658","Lucas  (Streshniev)",,"M",1590,1650,"F1260","",12,16,15,17,16,20,15,13,15,12,7,12
"I2659","Anne  (Volkonska)",,"F",1590,,"F1260","F1378",12,16,15,17,16,20,15,13,15,12,7,12
"I2660","Theodore ","Patr. of Moscow","M",1573,1633,"F1261","",12,16,15,17,16,20,15,13,15,12,7,12
"I2661","Xenia ",,"F",1571,1631,"F1261","F1376",12,16,15,17,16,20,15,13,15,12,7,12
"I2662","Anne  (Leontiev)",,"F",1646,1706,"F483","F1262",11,15,14,16,15,19,14,12,14,11,7,11
"I2663","Leonti  (Leontiev)",,"M",1581,,"F1262","",12,16,15,17,16,20,15,13,15,12,7,12
"I2664","Praskovia  (Rayevska)",,"F",1581,1641,"F1262","F1377",12,16,15,17,16,20,15,13,15,12,7,12
"I2665","Nicholas  (Romanov)",,"M",1831,1891,"F1263","F10",8,9,8,10,9,13,8,7,9,6,5,6
"I2666","Michael  (Romanov)",,"M",1832,1909,"F1264","F10",8,9,8,10,9,13,8,7,9,6,5,6
"I2667","Alexandra ",,"F",1838,1900,"F1263","",9,10,9,11,10,14,9,8,10,7,5,7
"I2668","Cecily (Olga)",,"F",1839,1891,"F1264","",9,9,8,11,9,14,8,7,10,6,5,6
"I2669","Nicholas  (Romanov)",,"M",1859,1919,"","F1264",9,10,9,11,10,14,9,8,10,7,5,7
"I2670","Michael  (Romanov)",,"M",1861,1929,"F1266","F1264",9,10,9,11,10,14,9,8,10,7,5,7
"I2671","Constantine  (Romanov)",,"M",1858,1915,"F1268","F112",9,9,8,11,9,14,8,6,9,5,5,5
"I2672","Sergius  (Romanov)",,"M",1869,1918,"","F1264",9,10,9,11,10,14,9,8,10,7,5,7
"I2673","Mary ",,"F",1876,1940,"F1265 - F1336","F75",10,7,6,12,7,15,6,5,8,4,5,4
"I2674","George  (Romanov)",,"M",1863,1919,"F1265","F1264",9,8,7,11,8,14,7,6,9,5,5,5
"I2675","Alexander Mikhailovich (Sandro (Romanov)","Grand Duke","M",1866,1933,"F51","F1264",9,8,7,11,8,14,7,8,10,7,5,7
"I2676","Sophia of Nassau",,"F",1868,1927,"F1266","",10,11,10,12,11,15,10,9,11,8,5,8
"I2677","Dimitri  (Romanov)",,"M",1860,1919,"","F112",9,9,8,11,9,14,8,6,9,5,5,5
"I2678","Nadezhda  (Dreyer)",,"F",1861,1929,"F1267","",10,10,9,12,10,15,9,7,10,6,5,6
"I2679","Elizabeth ",,"F",1865,1929,"F1268","F1269",10,10,9,12,10,15,9,7,10,6,5,6
"I2680","Maurice of Saxe- Altenburg","Prince","M",1840,,"F1269","",11,11,10,13,11,16,10,8,11,7,5,7
"I2681","Artemi  (Romanov)","Prince Iskander","M",1881,1919,"","F1267",10,10,9,12,10,15,9,7,10,6,5,6
"I2682","Frederick Francis II of Mecklengb-Sch","Grand Duke","M",1829,,"F1270","",11,10,9,13,10,16,9,8,9,7,5,7
"I2683","George Bagration- Mukhranski","Prince","M",1889,,"F1271","",13,13,9,15,13,18,9,10,9,9,5.5,9
"I2684","Ivan  (Romanov)",,"M",1886,1918,"F1272","F1268",10,10,9,12,10,15,9,7,10,6,5,6
"I2685","Constantine  (Romanov)",,"M",1891,1918,"","F1268",10,10,9,12,10,15,9,7,10,6,5,6
"I2686","Igor  (Romanov)",,"M",1894,1918,"","F1268",10,10,9,12,10,15,9,7,10,6,5,6
"I2687","Helen ",,"F",1881,1962,"F1272","F1273",11,11,10,13,11,16,10,8,11,7,5,7
"I2688","Peter I ","King of Serbia","M",1856,,"F1273","",12,12,11,14,12,17,11,9,12,8,5,8
"I2689","Frederick Eugene of Wurttemberg","Duke","M",1732,1797,"F1274","",7,11,10,12,11,15,10,8,10,7,7,7
"I2690","Dorothea of Brandenburg -Schwedt","Princess","F",1736,1798,"F1274","",7,11,10,12,11,15,10,8,10,7,7,7
"I2691","Christian Augustus","Prince","M",1690,1747,"F1275","",8,12,11,13,12,16,11,9,11,8,7,8
"I2692","Joanna ",,"F",1712,1760,"F1275","",8,12,11,13,12,16,11,9,11,8,7,8
"I2693","Peter  (Oldenburg)",,"M",1908,1980,"F1331","F1276",11,8,7,13,8,16,7,6,9,5,5,5
"I2694","John of Brandenburg","Margrave","M",1405,,"F1277","",18,18,17,20,18,22,17,18,17,16,5,16
"I2695","Frederick Francis III Mecklenburg-Schw","Grand Duke","M",1851,1897,"F1278","",12,7,3,14,7,17,6,7,6,8,4,3
"I2696","Anastasia ",,"F",1860,1922,"F1278","",12,7,3,14,7,17,6,7,6,8,4,3
"I2697","Louise ",,"F",1875,1906,"F1279","F218",10,5,4,12,5,15,4,7,7,6,5,4
"I2698","Frederick of Schaumburg -Lippe","Prince","M",1868,1945,"F1279","",11,6,5,13,6,16,5,8,8,7,5,5
"I2699","Feodora ",,"F",1910,1975,"","F652",11,6,5,13,6,16,5,8,8,7,5,5
"I2700","Alexandrine Louise",,"F",1914,1962,"","F652",11,6,5,13,6,16,5,8,8,7,5,5
"I2701","Gorm ",,"M",1919,,"","F652",11,6,5,13,6,16,5,8,8,7,5,5
"I2702","Oluf of Rosenborg","Count","M",1923,,"F1280","F652",11,6,5,13,6,16,5,8,8,7,5,5
"I2703","Helen  (Dorrit)",,"F",1926,,"F1280","",12,7,6,14,7,17,6,9,9,8,5,6
"I2704","Inge  (Terney)",,"F",1938,,"F1281","",13,8,5,15,8,18,7,9,8,9,4,5
"I2705","Charles Augustus (Haraldsen)",,"M",1912,,"F1282","",14,7,8,15,7,18,2,11,9,8,6,2
"I2706","Guelph  (Hanover)",,"M",1947,1981,"F1283","F391",12,9,7,14,9,17,8,5,9,8,8,5
"I2707","George  (Hanover)",,"M",1949,,"F1284","F391",12,9,7,14,9,17,8,5,9,8,8,5
"I2708","Fredericka  (Hanover)",,"F",1954,,"","F391",12,9,7,14,9,17,8,5,9,8,8,5
"I2709","Wilbeke  (von Gunsteren)",,"F",1948,,"F1283","",13,10,8,15,10,18,9,6,10,9,8,6
"I2710","Victoria  (Bee)",,"F",1951,,"F1284","",13,10,8,15,10,18,9,6,10,9,8,6
"I2711","Caroline Louise (Hanover)",,"F",1965,,"","F389",12,9,7,14,9,17,8,5,9,8,8,5
"I2712","Mireille  (Hanover)",,"F",1971,,"","F389",12,9,7,14,9,17,8,5,9,8,8,5
"I2713","John Kenneth (Ambler)",,"M",1924,,"F1285","",13,9,5,16,9,20,8,9,3,8,7,3
"I2714","Sybilla Louise",,"F",1965,,"","F1285",13,9,5,16,9,20,8,9,3,8,7,3
"I2715","Charles Edward",,"M",1966,,"","F1285",13,9,5,16,9,20,8,9,3,8,7,3
"I2716","James Patrick",,"M",1969,,"","F1285",13,9,5,16,9,20,8,9,3,8,7,3
"I2717","Johann Georg of Hohenzollern","Prince","M",1932,,"F1286","",13,9,5,16,9,20,8,9,3,8,7,3
"I2718","Carl Christian",,"M",1962,,"","F1286",13,9,5,16,9,20,8,9,3,8,7,3
"I2719","Desiree Margaretha Victoria",,"F",1963,,"","F1286",13,9,5,16,9,20,8,9,3,8,7,3
"I2720","Hubertus Gustaf Adolf",,"M",1966,,"","F1286",13,9,5,16,9,20,8,9,3,8,7,3
"I2721","Nicholas  (Silfverschiold)","Baron","M",1934,,"F1287","",13,9,5,16,9,20,8,9,3,8,7,3
"I2722","Carl Otto Edmund",,"M",1965,,"","F1287",13,9,5,16,9,20,8,9,3,8,7,3
"I2723","Christina Louise",,"F",1966,,"","F1287",13,9,5,16,9,20,8,9,3,8,7,3
"I2724","Helene Ingeborg",,"F",1968,,"","F1287",13,9,5,16,9,20,8,9,3,8,7,3
"I2725","Tord Gosta (Magnuson)",,"M",1941,,"F1288","",13,9,5,16,9,20,8,9,3,8,7,3
"I2726","Carl Gustaf Victor",,"M",1975,,"","F1288",13,9,5,16,9,20,8,9,3,8,7,3
"I2727","Tord Oscar Fredrik",,"M",1977,,"","F1288",13,9,5,16,9,20,8,9,3,8,7,3
"I2728","Victor Edmund Lennart",,"M",1980,,"","F1288",13,9,5,16,9,20,8,9,3,8,7,3
"I2729","Madeleine Therese Amelie","Princess","F",1982,,"","F220",13,9,5,16,9,20,8,9,1,8,7,1
"I2730","Marianne of Wisborg (Lindberg)","Countess","F",1924,,"F1289","",12,8,4,15,8,19,7,8,4,7,5.5,4
"I2731","Lilian May of Swede (Davies)","Princess","F",1915,,"F1290","",12,8,4,15,8,19,7,8,4,7,5.5,4
"I2732","Erika  (Patzek)",,"F",1911,,"F1291","",12,8,4,15,8,19,7,8,4,7,5.5,4
"I2733","Sonia  (Robbert)",,"F",1909,,"F1292","",12,8,4,15,8,19,7,8,4,7,5.5,4
"I2734","Elin Kerstin Margaret (Wijkmark)","Countess","F",1910,1987,"F1293","",12,8,4,15,8,19,7,8,4,7,5.5,4
"I2735","Gunnila Martha Louis (Wachtmeister)","Countess","F",1923,,"F1294","",12,8,4,15,8,19,7,8,4,7,5.5,4
"I2736","Karin Emma Louis (Nissvandt)",,"F",1911,,"F1295","",12,8,6,14,8,17,7,8,6,7,5.5,6
"I2737","Sonja Anita Mari (Hauntz)","Countess","F",1944,,"F1296","",12,8,6,14,8,17,7,8,6,7,5.5,6
"I2738","Carl Gustaf Oscar","Prince of Sweden","M",1911,,"F1327 - F1329 - F1297","F215",11,4,5,12,4,15,3,8,6,7,6,3
"I2739","Kristine  (Rivelsrud)","Princess","F",1932,,"F1297","",12,5,6,13,5,16,4,9,7,8,6,4
"I2740","Michael ","Count","M",1944,,"F1298","F1292",12,8,4,15,8,19,7,8,4,7,5.5,4
"I2741","Christine  (Wellhoefer)",,"F",1947,,"F1298","",13,9,5,16,9,20,8,9,5,8,5.5,5
"I2742","Monica ",,"F",1948,,"F1299","F1293",12,8,4,15,8,19,7,8,4,7,5.5,4
"I2743","Christian ",,"M",1949,,"","F1293",12,8,4,15,8,19,7,8,4,7,5.5,4
"I2744","Johan  (Bonde)","Count","M",1950,,"F1299","",13,9,5,16,9,20,8,9,5,8,5.5,5
"I2745","Birgitta ",,"F",1933,,"F1300","F1295",12,8,6,14,8,17,7,8,6,7,5.5,6
"I2746","Marie Louise",,"F",1935,,"F1301","F1295",12,8,6,14,8,17,7,8,6,7,5.5,6
"I2747","Jan ",,"M",1941,,"F1302 - F1303 - F1304 - F1305","F1295",12,8,6,14,8,17,7,8,6,7,5.5,6
"I2748","Cecilia ",,"F",1944,,"F1306","F1295",12,8,6,14,8,17,7,8,6,7,5.5,6
"I2749","Friedrich  (Straehl)",,"M",1922,,"F1300","",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2750","Friedrich  (Straehl)",,"M",1956,,"","F1300",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2751","Andreas  (Straehl)",,"M",1957,,"","F1300",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2752","Christina  (Straehl)",,"F",1960,,"","F1300",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2753","Desiree  (Straehl)",,"F",1961,,"","F1300",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2754","Stephan  (Straehl)",,"M",1964,,"","F1300",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2755","Rudolf  (Kautz)",,"M",1930,,"F1301","",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2756","Heinrich  (Kautz)",,"M",1957,,"","F1301",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2757","Karin  (Kautz)",,"F",1958,,"","F1301",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2758","Madeleine  (Kautz)",,"F",1961,,"","F1301",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2759","Gunilla  (Stampe)",,"F",1941,,"F1302","",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2760","Anna  (Skarne)",,"F",1944,,"F1303","",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2761","Sophia ",,"F",1968,,"","F1303",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2762","Annegret  (Thomssen)",,"F",1938,,"F1304","",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2763","Cecilia ",,"F",1971,,"","F1304",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2764","Maritta  (Berg)",,"F",1953,,"F1305","",13,9,7,15,9,18,8,9,7,8,5.5,7
"I2765","Son ",,"M",1977,,"","F1305",13,9,7,15,9,18,8,9,7,8,5.5,7
