"source","target","family_id","type","min_dist_to_royal"
"I1261","I1276","F464","father-child",21
"I1262","I1276","F464","mother-child",22
"I1277","I1261","F465","wife-husband",21
"I1261","I1278","F465","father-child",21
"I1277","I1278","F465","mother-child",21
"I1261","I1279","F465","father-child",21
"I1277","I1279","F465","mother-child",21
"I1261","I1280","F465","father-child",21
"I1277","I1280","F465","mother-child",21
"I1282","I1281","F466","wife-husband",22
"I1281","I1261","F466","father-child",22
"I1282","I1261","F466","mother-child",22
"I1281","I1283","F466","father-child",22
"I1282","I1283","F466","mother-child",22
"I1281","I1284","F466","father-child",22
"I1282","I1284","F466","mother-child",22
"I1281","I1285","F466","father-child",22
"I1282","I1285","F466","mother-child",22
"I1281","I1286","F466","father-child",22
"I1282","I1286","F466","mother-child",22
"I1281","I1287","F466","father-child",22
"I1282","I1287","F466","mother-child",22
"I1281","I1288","F466","father-child",22
"I1282","I1288","F466","mother-child",22
"I1281","I1289","F466","father-child",22
"I1282","I1289","F466","mother-child",22
"I1281","I1290","F466","father-child",22
"I1282","I1290","F466","mother-child",22
"I1292","I1291","F467","wife-husband",8
"I1291","I781","F467","father-child",8
"I1292","I781","F467","mother-child",8
"I1293","I565","F468","wife-husband",7
"I1295","I1294","F469","wife-husband",6
"I1294","I1296","F469","father-child",6
"I1295","I1296","F469","mother-child",6
"I1294","I654","F469","father-child",6
"I1295","I654","F469","mother-child",6
"I1294","I42","F469","father-child",6
"I1295","I42","F469","mother-child",6
"I1297","I1296","F470","wife-husband",8
"I1296","I1298","F470","father-child",7
"I1297","I1298","F470","mother-child",8
"I1299","I1300","F471","wife-husband",7
"I1300","I1294","F471","father-child",7
"I1299","I1294","F471","mother-child",7
"I1302","I1301","F472","wife-husband",9
"I1301","I1303","F472","father-child",9
"I1302","I1303","F472","mother-child",9
"I1301","I1304","F472","father-child",9
"I1302","I1304","F472","mother-child",9
"I1303","I1419","F473","wife-husband",8
"I1419","I1300","F473","father-child",8
"I1303","I1300","F473","mother-child",8
"I1305","I1301","F474","wife-husband",10
"I1301","I1306","F474","father-child",9
"I1305","I1306","F474","mother-child",10
"I1307","I1306","F475","wife-husband",11
"I1306","I1308","F475","father-child",10
"I1307","I1308","F475","mother-child",11
"I1310","I1309","F476","wife-husband",11
"I1309","I1325","F476","father-child",10
"I1310","I1325","F476","mother-child",11
"I1309","I1324","F476","father-child",10
"I1310","I1324","F476","mother-child",11
"I1309","I1311","F476","father-child",10
"I1310","I1311","F476","mother-child",11
"I1313","I1312","F477","wife-husband",11
"I1312","I1309","F477","father-child",11
"I1313","I1309","F477","mother-child",11
"I1314","I1309","F478","wife-husband",10
"I1309","I1301","F478","father-child",10
"I1314","I1301","F478","mother-child",10
"I1315","I1311","F479","wife-husband",12
"I1311","I1316","F479","father-child",11
"I1315","I1316","F479","mother-child",12
"I1317","I1316","F480","wife-husband",13
"I1316","I1319","F480","father-child",12
"I1317","I1319","F480","mother-child",13
"I1316","I1318","F480","father-child",12
"I1317","I1318","F480","mother-child",13
"I1319","I1320","F481","wife-husband",13
"I1320","I1321","F481","father-child",14
"I1319","I1321","F481","mother-child",13
"I1321","I1322","F482","wife-husband",14
"I1322","I1323","F482","father-child",15
"I1321","I1323","F482","mother-child",14
"I2662","I1326","F483","wife-husband",11
"I1326","I1314","F483","father-child",11
"I2662","I1314","F483","mother-child",11
"I1327","I1225","F484","wife-husband",17
"I1328","I1236","F485","wife-husband",19
"I1236","I1329","F485","father-child",19
"I1328","I1329","F485","mother-child",19
"I1236","I1330","F485","father-child",19
"I1328","I1330","F485","mother-child",19
"I1236","I1331","F485","father-child",19
"I1328","I1331","F485","mother-child",19
"I1236","I1437","F485","father-child",19
"I1328","I1437","F485","mother-child",19
"I1595","I1329","F486","wife-husband",18
"I1329","I1333","F486","father-child",18
"I1595","I1333","F486","mother-child",18
"I1329","I1334","F486","father-child",18
"I1595","I1334","F486","mother-child",18
"I1329","I1335","F486","father-child",18
"I1595","I1335","F486","mother-child",18
"I1329","I1465","F486","father-child",18
"I1595","I1465","F486","mother-child",18
"I1329","I2079","F486","father-child",18
"I1595","I2079","F486","mother-child",18
"I1336","I1334","F487","wife-husband",17
"I1334","I1255","F487","father-child",17
"I1336","I1255","F487","mother-child",17
"I1337","I1237","F488","wife-husband",19
"I1237","I1023","F488","father-child",19
"I1337","I1023","F488","mother-child",19
"I1237","I1338","F488","father-child",19
"I1337","I1338","F488","mother-child",19
"I1237","I2294","F488","father-child",19
"I1337","I2294","F488","mother-child",19
"I530","I531","F489","wife-husband",14
"I531","I741","F489","father-child",14
"I530","I741","F489","mother-child",14
"I1342","I987","F490","father-child",19
"I1343","I1242","F491","wife-husband",22
"I1242","I2071","F491","father-child",21
"I1343","I2071","F491","mother-child",22
"I1242","I1603","F491","father-child",21
"I1343","I1603","F491","mother-child",22
"I1242","I2072","F491","father-child",21
"I1343","I2072","F491","mother-child",22
"I1242","I2073","F491","father-child",21
"I1343","I2073","F491","mother-child",22
"I1345","I1344","F492","wife-husband",19
"I1344","I1346","F492","father-child",19
"I1345","I1346","F492","mother-child",19
"I1344","I2280","F492","father-child",19
"I1345","I2280","F492","mother-child",19
"I1344","I1024","F492","father-child",19
"I1345","I1024","F492","mother-child",19
"I1344","I2281","F492","father-child",19
"I1345","I2281","F492","mother-child",19
"I1347","I1235","F493","wife-husband",22
"I1348","I1349","F494","wife-husband",20
"I1349","I1344","F494","father-child",20
"I1348","I1344","F494","mother-child",20
"I1349","I2283","F494","father-child",20
"I1348","I2283","F494","mother-child",20
"I1349","I2284","F494","father-child",20
"I1348","I2284","F494","mother-child",20
"I1349","I2285","F494","father-child",20
"I1348","I2285","F494","mother-child",20
"I1255","I1350","F495","wife-husband",16
"I1255","I1351","F496","wife-husband",16
"I1220","I1352","F497","wife-husband",17
"I1352","I1353","F497","father-child",17
"I1220","I1353","F497","mother-child",17
"I1352","I1254","F497","father-child",17
"I1220","I1254","F497","mother-child",17
"I1354","I155","F498","wife-husband",6
"I155","I502","F498","father-child",6
"I1354","I502","F498","mother-child",6
"I155","I1360","F498","father-child",6
"I1354","I1360","F498","mother-child",6
"I1356","I152","F499","wife-husband",6
"I152","I1357","F499","father-child",5
"I1356","I1357","F499","mother-child",6
"I152","I1358","F499","father-child",5
"I1356","I1358","F499","mother-child",6
"I152","I1359","F499","father-child",5
"I1356","I1359","F499","mother-child",6
"I156","I1361","F500","wife-husband",6
"I333","I1363","F501","wife-husband",7
"I1363","I143","F501","father-child",8
"I333","I143","F501","mother-child",7
"I1365","I1364","F502","wife-husband",24
"I1366","I1364","F503","wife-husband",23
"I1364","I1281","F503","father-child",23
"I1366","I1281","F503","mother-child",23
"I1364","I1367","F503","father-child",23
"I1366","I1367","F503","mother-child",23
"I1364","I1368","F503","father-child",23
"I1366","I1368","F503","mother-child",23
"I1364","I1369","F503","father-child",23
"I1366","I1369","F503","mother-child",23
"I1364","I1370","F503","father-child",23
"I1366","I1370","F503","mother-child",23
"I1372","I1371","F504","wife-husband",24
"I1371","I1373","F504","father-child",24
"I1372","I1373","F504","mother-child",24
"I1371","I1374","F504","father-child",24
"I1372","I1374","F504","mother-child",24
"I1371","I1375","F504","father-child",24
"I1372","I1375","F504","mother-child",24
"I1371","I1376","F504","father-child",24
"I1372","I1376","F504","mother-child",24
"I1371","I1377","F504","father-child",24
"I1372","I1377","F504","mother-child",24
"I1371","I1378","F504","father-child",24
"I1372","I1378","F504","mother-child",24
"I1371","I1379","F504","father-child",24
"I1372","I1379","F504","mother-child",24
"I1371","I1364","F504","father-child",24
"I1372","I1364","F504","mother-child",24
"I1381","I1380","F505","wife-husband",27
"I1380","I1382","F505","father-child",27
"I1381","I1382","F505","mother-child",27
"I1380","I1383","F505","father-child",27
"I1381","I1383","F505","mother-child",27
"I1380","I1384","F505","father-child",27
"I1381","I1384","F505","mother-child",27
"I1380","I1385","F505","father-child",27
"I1381","I1385","F505","mother-child",27
"I1380","I1386","F505","father-child",27
"I1381","I1386","F505","mother-child",27
"I1380","I1387","F505","father-child",27
"I1381","I1387","F505","mother-child",27
"I1380","I1388","F505","father-child",27
"I1381","I1388","F505","mother-child",27
"I1380","I1389","F505","father-child",27
"I1381","I1389","F505","mother-child",27
"I1380","I1390","F505","father-child",27
"I1381","I1390","F505","mother-child",27
"I1380","I1391","F505","father-child",27
"I1381","I1391","F505","mother-child",27
"I1392","I1391","F506","wife-husband",26
"I1391","I1393","F506","father-child",26
"I1392","I1393","F506","mother-child",26
"I1391","I2957","F506","father-child",26
"I1392","I2957","F506","mother-child",26
"I1391","I1394","F506","father-child",26
"I1392","I1394","F506","mother-child",26
"I1391","I1395","F506","father-child",26
"I1392","I1395","F506","mother-child",26
"I1391","I2224","F506","father-child",26
"I1392","I2224","F506","mother-child",26
"I1396","I1391","F507","wife-husband",27
"I1398","I1397","F508","wife-husband",29
"I1397","I1399","F508","father-child",29
"I1398","I1399","F508","mother-child",29
"I1397","I1400","F508","father-child",29
"I1398","I1400","F508","mother-child",29
"I1397","I1401","F508","father-child",29
"I1398","I1401","F508","mother-child",29
"I1397","I1402","F508","father-child",29
"I1398","I1402","F508","mother-child",29
"I1397","I1403","F508","father-child",29
"I1398","I1403","F508","mother-child",29
"I1395","I1404","F509","wife-husband",25
"I1395","I1405","F510","wife-husband",25
"I1405","I1371","F510","father-child",25
"I1395","I1371","F510","mother-child",25
"I1405","I1866","F510","father-child",25
"I1395","I1866","F510","mother-child",25
"I1405","I1867","F510","father-child",25
"I1395","I1867","F510","mother-child",25
"I1406","I164","F511","wife-husband",6
"I164","I1407","F511","father-child",5
"I1406","I1407","F511","mother-child",6
"I1355","I1408","F512","wife-husband",5
"I1408","I1409","F512","father-child",4
"I1355","I1409","F512","mother-child",5
"I1410","I1231","F513","wife-husband",19
"I1231","I1411","F513","father-child",20
"I1410","I1411","F513","mother-child",19
"I1231","I1412","F513","father-child",20
"I1410","I1412","F513","mother-child",19
"I1413","I1412","F514","wife-husband",21
"I1414","I1412","F515","wife-husband",19
"I1232","I1415","F516","wife-husband",21
"I1416","I1236","F517","wife-husband",20
"I1236","I2065","F517","father-child",19
"I1416","I2065","F517","mother-child",20
"I1240","I1417","F518","wife-husband",21
"I1418","I1235","F519","wife-husband",21
"I1235","I1348","F519","father-child",21
"I1418","I1348","F519","mother-child",21
"I496","I564","F520","wife-husband",7
"I564","I248","F520","father-child",7
"I496","I248","F520","mother-child",7
"I920","I529","F521","wife-husband",12
"I529","I1341","F521","father-child",12
"I920","I1341","F521","mother-child",12
"I529","I751","F521","father-child",12
"I920","I751","F521","mother-child",12
"I1017","I2132","F522","wife-husband",13
"I2132","I920","F522","father-child",13
"I1017","I920","F522","mother-child",13
"I2132","I2131","F522","father-child",13
"I1017","I2131","F522","mother-child",13
"I2132","I2417","F522","father-child",13
"I1017","I2417","F522","mother-child",13
"I1420","I1341","F523","wife-husband",11
"I1341","I2423","F523","father-child",11
"I1420","I2423","F523","mother-child",11
"I1421","I1341","F524","wife-husband",12
"I1423","I1422","F525","wife-husband",13
"I1422","I894","F525","father-child",12
"I1423","I894","F525","mother-child",13
"I1425","I1424","F526","wife-husband",15
"I1424","I1703","F526","father-child",14
"I1425","I1703","F526","mother-child",15
"I1424","I1700","F526","father-child",14
"I1425","I1700","F526","mother-child",15
"I1424","I1701","F526","father-child",14
"I1425","I1701","F526","mother-child",15
"I1424","I1702","F526","father-child",14
"I1425","I1702","F526","mother-child",15
"I1427","I1430","F527","wife-husband",17
"I1430","I868","F527","father-child",18
"I1427","I868","F527","mother-child",17
"I1430","I2106","F527","father-child",18
"I1427","I2106","F527","mother-child",17
"I1430","I2107","F527","father-child",18
"I1427","I2107","F527","mother-child",17
"I1431","I1432","F528","wife-husband",13
"I1432","I1249","F528","father-child",13
"I1431","I1249","F528","mother-child",13
"I1432","I1433","F528","father-child",13
"I1431","I1433","F528","mother-child",13
"I776","I836","F529","wife-husband",14
"I836","I1431","F529","father-child",14
"I776","I1431","F529","mother-child",14
"I1434","I1433","F530","wife-husband",15
"I1433","I1435","F530","father-child",14
"I1434","I1435","F530","mother-child",15
"I1435","I1436","F531","wife-husband",15
"I1196","I1438","F532","wife-husband",6
"I1438","I1439","F532","father-child",7
"I1196","I1439","F532","mother-child",6
"I1438","I1440","F532","father-child",7
"I1196","I1440","F532","mother-child",6
"I1438","I1441","F532","father-child",7
"I1196","I1441","F532","mother-child",6
"I1200","I1442","F533","wife-husband",6
"I1443","I1237","F534","wife-husband",20
"I1444","I1023","F535","wife-husband",19
"I1445","I1346","F536","wife-husband",21
"I1446","I1353","F537","wife-husband",19
"I1448","I1447","F538","wife-husband",21
"I1447","I1449","F538","father-child",21
"I1448","I1449","F538","mother-child",21
"I1450","I1447","F539","wife-husband",22
"I1447","I1451","F539","father-child",21
"I1450","I1451","F539","mother-child",22
"I1258","I1451","F540","wife-husband",22
"I1453","I1451","F541","wife-husband",23
"I1449","I1454","F542","wife-husband",20
"I1454","I1455","F542","father-child",20
"I1449","I1455","F542","mother-child",20
"I1456","I1455","F543","wife-husband",19
"I1455","I1457","F543","father-child",19
"I1456","I1457","F543","mother-child",19
"I1455","I1458","F543","father-child",19
"I1456","I1458","F543","mother-child",19
"I1455","I1459","F543","father-child",19
"I1456","I1459","F543","mother-child",19
"I1455","I1460","F543","father-child",19
"I1456","I1460","F543","mother-child",19
"I1455","I1821","F543","father-child",19
"I1456","I1821","F543","mother-child",19
"I1461","I1457","F544","wife-husband",18
"I1457","I1462","F544","father-child",18
"I1461","I1462","F544","mother-child",18
"I1457","I1463","F544","father-child",18
"I1461","I1463","F544","mother-child",18
"I1464","I1455","F545","wife-husband",20
"I1465","I1463","F546","wife-husband",17
"I1463","I1466","F546","father-child",17
"I1465","I1466","F546","mother-child",17
"I1467","I1466","F547","wife-husband",16
"I1466","I1252","F547","father-child",16
"I1467","I1252","F547","mother-child",16
"I1466","I1470","F547","father-child",16
"I1467","I1470","F547","mother-child",16
"I1466","I1471","F547","father-child",16
"I1467","I1471","F547","mother-child",16
"I1466","I1472","F547","father-child",16
"I1467","I1472","F547","mother-child",16
"I1829","I1253","F548","wife-husband",23
"I1253","I1450","F548","father-child",23
"I1829","I1450","F548","mother-child",23
"I1472","I1474","F549","wife-husband",16
"I1474","I1475","F549","father-child",16
"I1472","I1475","F549","mother-child",16
"I1474","I1476","F549","father-child",16
"I1472","I1476","F549","mother-child",16
"I1475","I1477","F550","wife-husband",15
"I1477","I1478","F550","father-child",15
"I1475","I1478","F550","mother-child",15
"I1479","I1478","F551","wife-husband",14
"I1478","I1432","F551","father-child",14
"I1479","I1432","F551","mother-child",14
"I1478","I1480","F551","father-child",14
"I1479","I1480","F551","mother-child",14
"I1481","I1480","F552","wife-husband",16
"I1480","I1482","F552","father-child",15
"I1481","I1482","F552","mother-child",16
"I1483","I1470","F553","wife-husband",18
"I1470","I2866","F553","father-child",17
"I1483","I2866","F553","mother-child",18
"I1485","I1459","F554","wife-husband",21
"I1459","I1486","F554","father-child",20
"I1485","I1486","F554","mother-child",21
"I1465","I1487","F555","wife-husband",17
"I1487","I1488","F555","father-child",18
"I1465","I1488","F555","mother-child",17
"I1487","I1489","F555","father-child",18
"I1465","I1489","F555","mother-child",17
"I1487","I1490","F555","father-child",18
"I1465","I1490","F555","mother-child",17
"I1491","I1476","F556","wife-husband",18
"I1476","I1492","F556","father-child",17
"I1491","I1492","F556","mother-child",18
"I1493","I1492","F557","wife-husband",19
"I1492","I1494","F557","father-child",18
"I1493","I1494","F557","mother-child",19
"I1495","I1285","F558","wife-husband",23
"I1285","I1496","F558","father-child",23
"I1495","I1496","F558","mother-child",23
"I1285","I1497","F558","father-child",23
"I1495","I1497","F558","mother-child",23
"I1498","I1497","F559","wife-husband",22
"I1497","I1499","F559","father-child",22
"I1498","I1499","F559","mother-child",22
"I1500","I1499","F560","wife-husband",21
"I1499","I1243","F560","father-child",21
"I1500","I1243","F560","mother-child",21
"I1501","I1503","F561","wife-husband",20
"I1504","I1278","F562","wife-husband",23
"I1278","I1744","F562","father-child",22
"I1504","I1744","F562","mother-child",23
"I1506","I1377","F563","wife-husband",26
"I1377","I1507","F563","father-child",25
"I1506","I1507","F563","mother-child",26
"I1377","I1873","F563","father-child",25
"I1506","I1873","F563","mother-child",26
"I1505","I1279","F564","wife-husband",20
"I1279","I1410","F564","father-child",20
"I1505","I1410","F564","mother-child",20
"I1508","I1376","F565","wife-husband",26
"I1375","I1509","F566","wife-husband",25
"I1510","I1374","F567","wife-husband",25
"I1512","I1511","F568","wife-husband",27
"I1511","I1513","F568","father-child",27
"I1512","I1513","F568","mother-child",27
"I1511","I1514","F568","father-child",27
"I1512","I1514","F568","mother-child",27
"I1511","I1392","F568","father-child",27
"I1512","I1392","F568","mother-child",27
"I1511","I1515","F568","father-child",27
"I1512","I1515","F568","mother-child",27
"I1511","I1516","F568","father-child",27
"I1512","I1516","F568","mother-child",27
"I1388","I1517","F569","wife-husband",28
"I1517","I1860","F569","father-child",29
"I1388","I1860","F569","mother-child",28
"I1517","I1518","F569","father-child",29
"I1388","I1518","F569","mother-child",28
"I1517","I1519","F569","father-child",29
"I1388","I1519","F569","mother-child",28
"I1517","I1397","F569","father-child",29
"I1388","I1397","F569","mother-child",28
"I1517","I1861","F569","father-child",29
"I1388","I1861","F569","mother-child",28
"I1524","I1400","F570","wife-husband",31
"I1378","I1520","F571","wife-husband",25
"I1520","I1747","F571","father-child",25
"I1378","I1747","F571","mother-child",25
"I1535","I1534","F576","wife-husband",32
"I1539","I1538","F578","wife-husband",32
"I1538","I1540","F578","father-child",33
"I1539","I1540","F578","mother-child",32
"I1540","I1541","F579","wife-husband",33
"I1546","I1545","F582","wife-husband",28
"I1545","I1512","F582","father-child",28
"I1546","I1512","F582","mother-child",28
"I1545","I1547","F582","father-child",28
"I1546","I1547","F582","mother-child",28
"I1545","I1766","F582","father-child",28
"I1546","I1766","F582","mother-child",28
"I1390","I1556","F586","wife-husband",28
"I1523","I1402","F587","wife-husband",31
"I1403","I1521","F588","wife-husband",30
"I1516","I1522","F589","wife-husband",28
"I1522","I1398","F589","father-child",29
"I1516","I1398","F589","mother-child",28
"I1379","I1557","F590","wife-husband",25
"I1379","I1558","F591","wife-husband",25
"I156","I1559","F592","wife-husband",6
"I1559","I1560","F592","father-child",7
"I156","I1560","F592","mother-child",6
"I1559","I1561","F592","father-child",7
"I156","I1561","F592","mother-child",6
"I1569","I44","F593","wife-husband",7
"I44","I1570","F593","father-child",6
"I1569","I1570","F593","mother-child",7
"I44","I1571","F593","father-child",6
"I1569","I1571","F593","mother-child",7
"I44","I1572","F593","father-child",6
"I1569","I1572","F593","mother-child",7
"I1573","I1570","F594","wife-husband",8
"I1570","I1574","F594","father-child",7
"I1573","I1574","F594","mother-child",8
"I1571","I1575","F595","wife-husband",7
"I1575","I1576","F595","father-child",8
"I1571","I1576","F595","mother-child",7
"I1575","I1577","F595","father-child",8
"I1571","I1577","F595","mother-child",7
"I1572","I1578","F596","wife-husband",7
"I1578","I1579","F596","father-child",8
"I1572","I1579","F596","mother-child",7
"I1578","I1580","F596","father-child",8
"I1572","I1580","F596","mother-child",7
"I1572","I1581","F597","wife-husband",7
"I1370","I873","F598","wife-husband",24
"I873","I1147","F598","father-child",25
"I1370","I1147","F598","mother-child",24
"I596","I1367","F599","wife-husband",25
"I1367","I1882","F599","father-child",24
"I596","I1882","F599","mother-child",25
"I1582","I1367","F600","wife-husband",25
"I1367","I1887","F600","father-child",24
"I1582","I1887","F600","mother-child",25
"I1367","I1888","F600","father-child",24
"I1582","I1888","F600","mother-child",25
"I1583","I1367","F601","wife-husband",25
"I1369","I1584","F602","wife-husband",24
"I1283","I1585","F603","wife-husband",23
"I1585","I2234","F603","father-child",24
"I1283","I2234","F603","mother-child",23
"I1284","I1586","F604","wife-husband",23
"I1587","I1285","F605","wife-husband",24
"I1268","I1588","F606","wife-husband",22
"I1268","I1589","F607","wife-husband",22
"I1270","I1590","F608","wife-husband",22
"I1274","I1591","F609","wife-husband",22
"I1274","I1592","F610","wife-husband",22
"I1593","I1278","F611","wife-husband",23
"I1239","I1594","F612","wife-husband",21
"I1595","I1224","F613","wife-husband",18
"I1596","I1225","F614","wife-husband",19
"I1597","I1226","F615","wife-husband",21
"I1598","I1226","F616","wife-husband",21
"I1227","I1599","F617","wife-husband",20
"I1228","I1600","F618","wife-husband",20
"I1601","I1594","F619","wife-husband",20
"I1601","I1221","F620","wife-husband",20
"I1603","I1602","F621","wife-husband",21
"I1602","I1026","F621","father-child",21
"I1603","I1026","F621","mother-child",21
"I330","I1604","F622","wife-husband",6
"I1604","I1736","F622","father-child",6
"I330","I1736","F622","mother-child",6
"I1604","I301","F622","father-child",6
"I330","I301","F622","mother-child",6
"I1605","I1162","F623","wife-husband",11
"I1606","I1605","F624","father-child",12
"I1396","I1608","F625","wife-husband",27
"I610","I1609","F626","wife-husband",0
"I1609","I1610","F626","father-child",1
"I610","I1610","F626","mother-child",0
"I1609","I1611","F626","father-child",1
"I610","I1611","F626","mother-child",0
"I1614","I1613","F627","wife-husband",4
"I1613","I1027","F627","father-child",4
"I1614","I1027","F627","mother-child",4
"I1613","I458","F627","father-child",4
"I1614","I458","F627","mother-child",4
"I1616","I1615","F628","wife-husband",5
"I1615","I1613","F628","father-child",5
"I1616","I1613","F628","mother-child",5
"I1618","I1617","F629","wife-husband",7
"I1617","I1642","F629","father-child",8
"I1618","I1642","F629","mother-child",7
"I1617","I1655","F629","father-child",8
"I1618","I1655","F629","mother-child",7
"I1617","I1656","F629","father-child",8
"I1618","I1656","F629","mother-child",7
"I1617","I1657","F629","father-child",8
"I1618","I1657","F629","mother-child",7
"I1617","I1658","F629","father-child",8
"I1618","I1658","F629","mother-child",7
"I1617","I1659","F629","father-child",8
"I1618","I1659","F629","mother-child",7
"I1617","I1660","F629","father-child",8
"I1618","I1660","F629","mother-child",7
"I1617","I1650","F629","father-child",8
"I1618","I1650","F629","mother-child",7
"I1619","I344","F630","wife-husband",7
"I344","I1643","F630","father-child",7
"I1619","I1643","F630","mother-child",7
"I1621","I1620","F631","wife-husband",8
"I1620","I344","F631","father-child",8
"I1621","I344","F631","mother-child",8
"I1620","I2850","F631","father-child",8
"I1621","I2850","F631","mother-child",8
"I1623","I1622","F632","wife-husband",9
"I1622","I1620","F632","father-child",9
"I1623","I1620","F632","mother-child",9
"I1624","I1622","F633","wife-husband",10
"I1626","I1625","F634","wife-husband",10
"I1625","I1622","F634","father-child",10
"I1626","I1622","F634","mother-child",10
"I1625","I2854","F634","father-child",10
"I1626","I2854","F634","mother-child",10
"I1625","I2855","F634","father-child",10
"I1626","I2855","F634","mother-child",10
"I1628","I1627","F635","wife-husband",12
"I1627","I1630","F635","father-child",12
"I1628","I1630","F635","mother-child",12
"I1629","I1627","F636","wife-husband",13
"I1631","I1630","F637","wife-husband",11
"I1630","I1625","F637","father-child",11
"I1631","I1625","F637","mother-child",11
"I1630","I2856","F637","father-child",11
"I1631","I2856","F637","mother-child",11
"I1630","I2857","F637","father-child",11
"I1631","I2857","F637","mother-child",11
"I1630","I692","F637","father-child",11
"I1631","I692","F637","mother-child",11
"I1630","I2858","F637","father-child",11
"I1631","I2858","F637","mother-child",11
"I1633","I1632","F638","wife-husband",13
"I1632","I737","F638","father-child",13
"I1633","I737","F638","mother-child",13
"I1635","I1634","F639","wife-husband",14
"I1634","I1632","F639","father-child",14
"I1635","I1632","F639","mother-child",14
"I1636","I1634","F640","wife-husband",15
"I1640","I1641","F641","wife-husband",6
"I1641","I1618","F641","father-child",6
"I1640","I1618","F641","mother-child",6
"I1641","I346","F641","father-child",6
"I1640","I346","F641","mother-child",6
"I1644","I1643","F642","wife-husband",6
"I1643","I1645","F642","father-child",6
"I1644","I1645","F642","mother-child",6
"I1643","I299","F642","father-child",6
"I1644","I299","F642","mother-child",6
"I1643","I1646","F642","father-child",6
"I1644","I1646","F642","mother-child",6
"I1647","I1645","F643","wife-husband",8
"I1645","I1649","F643","father-child",7
"I1647","I1649","F643","mother-child",8
"I1648","I1645","F644","wife-husband",8
"I1650","I1649","F645","wife-husband",8
"I1651","I1649","F646","wife-husband",9
"I1652","I1649","F647","wife-husband",9
"I1653","I1654","F648","wife-husband",8
"I1654","I1648","F648","father-child",9
"I1653","I1648","F648","mother-child",8
"I1656","I1646","F649","wife-husband",8
"I1650","I1661","F650","wife-husband",8
"I1667","I1668","F651","wife-husband",4
"I1669","I1664","F652","wife-husband",5
"I1664","I2699","F652","father-child",4
"I1669","I2699","F652","mother-child",5
"I1664","I1670","F652","father-child",4
"I1669","I1670","F652","mother-child",5
"I1664","I2700","F652","father-child",4
"I1669","I2700","F652","mother-child",5
"I1664","I2701","F652","father-child",4
"I1669","I2701","F652","mother-child",5
"I1664","I2702","F652","father-child",4
"I1669","I2702","F652","mother-child",5
"I1672","I1673","F653","wife-husband",2
"I1670","I1671","F654","wife-husband",4
"I1671","I1674","F654","father-child",3
"I1670","I1674","F654","mother-child",4
"I1671","I1675","F654","father-child",3
"I1670","I1675","F654","mother-child",4
"I1671","I1676","F654","father-child",3
"I1670","I1676","F654","mother-child",4
"I1677","I1676","F655","wife-husband",5
"I1684","I1685","F656","wife-husband",6
"I1204","I1686","F657","wife-husband",3
"I1205","I1687","F658","wife-husband",3
"I1206","I1688","F659","wife-husband",3
"I1692","I1693","F660","wife-husband",6
"I1694","I322","F661","father-child",8
"I1695","I1148","F662","wife-husband",8
"I245","I1696","F663","wife-husband",5
"I1696","I1697","F663","father-child",5
"I245","I1697","F663","mother-child",5
"I1696","I1698","F663","father-child",5
"I245","I1698","F663","mother-child",5
"I1696","I1114","F663","father-child",5
"I245","I1114","F663","mother-child",5
"I1696","I1699","F663","father-child",5
"I245","I1699","F663","mother-child",5
"I1707","I1706","F665","wife-husband",6
"I1706","I2152","F665","father-child",5
"I1707","I2152","F665","mother-child",6
"I1706","I2153","F665","father-child",5
"I1707","I2153","F665","mother-child",6
"I1706","I2154","F665","father-child",5
"I1707","I2154","F665","mother-child",6
"I1708","I282","F666","wife-husband",6
"I284","I1709","F667","wife-husband",5
"I285","I1710","F668","wife-husband",5
"I289","I1711","F669","wife-husband",5
"I1715","I1714","F670","wife-husband",7
"I1716","I792","F671","father-child",8
"I1718","I1717","F672","wife-husband",9
"I1717","I1716","F672","father-child",9
"I1718","I1716","F672","mother-child",9
"I1719","I1717","F673","father-child",10
"I1720","I1719","F674","father-child",11
"I1720","I1721","F674","father-child",11
"I1722","I787","F675","father-child",8
"I1723","I1722","F676","mother-child",9
"I1721","I1723","F677","mother-child",10
"I1724","I1718","F678","mother-child",10
"I1725","I1724","F679","mother-child",11
"I1727","I1726","F680","wife-husband",12
"I1726","I1725","F680","father-child",12
"I1727","I1725","F680","mother-child",12
"I1728","I789","F681","father-child",8
"I1729","I782","F682","father-child",8
"I1729","I1728","F682","father-child",8
"I1730","I398","F683","wife-husband",7
"I398","I1731","F683","father-child",6
"I1730","I1731","F683","mother-child",7
"I1732","I1731","F684","wife-husband",8
"I1735","I1291","F685","father-child",9
"I1699","I1662","F686","wife-husband",6
"I1738","I1663","F687","wife-husband",6
"I2485","I1739","F688","wife-husband",22
"I1739","I1903","F688","father-child",22
"I2485","I1903","F688","mother-child",22
"I1739","I1277","F688","father-child",22
"I2485","I1277","F688","mother-child",22
"I2482","I1740","F689","wife-husband",23
"I1740","I1739","F689","father-child",23
"I2482","I1739","F689","mother-child",23
"I1742","I1741","F690","wife-husband",24
"I1741","I1740","F690","father-child",24
"I1742","I1740","F690","mother-child",24
"I1741","I1894","F690","father-child",24
"I1742","I1894","F690","mother-child",24
"I1741","I2481","F690","father-child",24
"I1742","I2481","F690","mother-child",24
"I1741","I2484","F690","father-child",24
"I1742","I2484","F690","mother-child",24
