"hip","proper","ra","dec","mag","t_eff"
90476,"",18.4617,59.549112,6.43,4890
90478,"",18.462154,-26.634845,6.31,7413
90485,"",18.463745,-29.816865,5.9,6215
90487,"",18.463978,3.74857,6.07,3755
90494,"",18.465689,-17.800357,6.19,9488
90496,"Kaus Borealis",18.466179,-25.4217,2.82,4802
90497,"",18.466326,6.194104,5.71,10083
90510,"",18.46838,-26.757245,6.28,8037
90509,"",18.468432,-84.387256,6.49,10102
90541,"",18.474198,-38.995671,5.63,8153
90568,"",18.480505,-49.070588,4.1,4859
90595,"",18.486626,-14.565813,4.67,8663
90597,"",18.486909,-43.845939,6.36,5044
90606,"",18.488891,-80.232708,5.95,4536
90637,"",18.493253,23.866202,5.87,11554
90642,"",18.494717,-1.985308,5.38,4926
90647,"",18.495823,77.547068,5.65,4504
90651,"",18.496322,-14.581987,6.02,9447
90662,"",18.498871,-47.220546,5.69,4392
90664,"",18.499086,-57.523143,5.74,4875
90687,"",18.503295,-18.728794,5.63,4742
90692,"",18.503971,-5.724169,6.27,4942
90729,"",18.51157,20.815046,6.49,5299
90759,"",18.517486,-41.913834,6.02,8167
90762,"",18.517903,16.928556,5.76,8886
90763,"",18.518012,-32.989114,5.37,7877
90797,"",18.522896,-62.278302,4.63,12219
90804,"",18.523804,-10.795836,5.77,6828
90806,"",18.523971,-18.402697,5.12,9313
90830,"",18.529287,-45.914814,4.92,11709
90842,"",18.532284,-43.507383,5.71,4287
90844,"",18.532498,-1.002977,5.93,7952
90853,"",18.533874,-45.757382,5.07,12640
90858,"",18.535247,3.659603,6.41,9924
90884,"",18.539071,-14.644268,6.36,7668
90887,"",18.539257,-39.704001,5.16,8635
90905,"",18.542923,57.045599,4.77,5856
90913,"",18.545367,-14.865662,5.47,NA
90915,"",18.546154,23.616801,5.88,4008
90923,"",18.54721,30.554209,5.47,11021
90930,"",18.548704,-73.965596,5.88,4865
90936,"",18.55025,-39.892022,6.22,6595
90967,"",18.556308,-5.911718,6.36,9094
90969,"",18.556413,-38.720033,6.31,9262
90968,"",18.556426,-38.725985,5.67,10611
90971,"",18.556473,8.268251,6.42,10274
90981,"",18.558183,-58.708784,6.4,5600
90982,"",18.558383,-42.31251,4.62,4861
90991,"",18.560839,-14.853614,5.74,8992
91004,"",18.564857,-24.032283,5.49,2975
91013,"",18.565749,52.353517,5.38,4680
91014,"",18.566046,-33.01656,5.28,12183
91062,"",18.575312,-52.891521,6.21,4399
91090,"",18.579859,10.89201,6.48,9117
91105,"",18.583998,-10.977206,5.12,4997
91117,"",18.586785,-8.244073,3.85,4295
91118,"",18.586834,18.20341,5.79,9447
91119,"",18.587085,34.458021,6.1,12183
91132,"",18.589258,-20.840442,6.49,7322
91139,"",18.591777,23.60553,5.62,4821
91142,"",18.59347,4.935988,6.47,8672
91159,"",18.598117,16.975697,6.21,6114
91172,"",18.599901,-29.699104,6.36,4369
91196,"",18.603683,65.488717,6.07,7328
91217,"",18.607731,9.122491,5.38,6790
91235,"",18.610373,33.469036,5.41,11709
91237,"",18.610854,6.671805,5.43,6794
91250,"",18.612651,43.221815,6.21,7478
91262,"Vega",18.61564,38.783692,0.03,9546
91279,"",18.619183,16.198295,6.31,5061
91315,"",18.625974,62.526591,5.74,10294
91322,"",18.626656,-0.309472,5.76,8747
91347,"",18.631785,-21.397725,5.93,7834
91369,"",18.634578,-14.004781,6.49,7834
91373,"",18.635132,39.668326,6.02,4087
91394,"",18.639944,-3.19364,6.49,6071
91405,"",18.641865,-23.504893,5.78,9807
91438,"",18.648168,-21.051871,5.85,5647
91461,"",18.653968,-47.909767,5.84,7577
91491,"",18.659176,40.935059,6.25,10437
91494,"",18.659768,-43.185878,5.42,3628
91499,"",18.660244,5.264287,6.36,5286
91523,"",18.664333,7.358598,6.26,4924
91525,"",18.66467,52.196075,6,10773
91532,"",18.666774,-7.790799,5.82,3921
91533,"",18.667202,30.849471,6.43,5053
91552,"",18.670055,38.367195,6.45,7651
91606,"",18.682334,62.749466,6.1,4892
91662,"",18.691857,-48.094686,6.47,4456
91675,"",18.694808,31.617612,6.41,10334
91677,"",18.695128,-14.564244,6.4,5399
91689,"",18.697674,-23.833423,6.22,7588
91707,"",18.702246,34.746307,6.49,12219
91723,"",18.703992,-81.808114,6.27,11806
91726,"",18.704563,-9.052549,4.7,6929
91733,"",18.706285,-64.643044,6.35,8064
91751,"",18.710033,-7.073654,6.13,4838
91755,"",18.710543,55.539457,5.03,10845
91781,"",18.715305,-19.284209,6.32,3802
91792,"",18.71726,-71.428113,4.01,4604
91811,"",18.719541,70.792849,6.28,4432
91820,"",18.72127,39.300066,6.45,3804
91843,"",18.724725,53.871767,6.18,8505
91845,"",18.725348,-8.275215,4.88,4643
91852,"",18.726696,36.556605,6.04,4774
91854,"",18.727035,-64.551425,5.76,4914
91875,"",18.729706,-38.323441,5.11,8672
91880,"",18.730898,-6.818119,6.3,6374
91883,"",18.730999,31.926613,5.68,6919
91901,"",18.73554,-36.718335,6.31,4888
91915,"",18.738407,61.048143,6.02,4914
91918,"",18.738711,-35.641987,4.86,14665
91919,"",18.738984,39.670123,4.67,7952
91926,"",18.739661,39.612721,4.59,7889
91958,"",18.744526,23.589883,6.3,6559
91971,"",18.746209,37.605115,4.34,7816
91973,"",18.746722,37.594615,5.73,7296
91974,"",18.747112,-25.010914,5.82,9105
91975,"",18.747205,2.060038,5.02,10501
91985,"",18.748721,54.897184,6.26,5191
91989,"",18.74921,-39.686188,5.4,5165
92008,"",18.753198,-61.095196,6.04,4018
92016,"",18.755182,-21.001615,6.35,6465
92021,"",18.756639,-56.88197,6.22,4184
92024,"",18.757465,-64.871259,4.78,7773
92027,"",18.757879,5.500128,5.82,9014
92040,"",18.760574,79.942673,6.4,7239
92041,"",18.76094,-26.990778,3.17,11905
92043,"",18.761035,20.546308,4.19,6357
92056,"",18.762989,74.085553,5.25,4942
92072,"",18.765554,-50.872715,6.24,11099
92079,"",18.766985,-19.606357,6.34,3832
92088,"",18.767911,26.66213,4.83,4492
92098,"",18.77028,41.44181,6.06,12367
92111,"",18.772391,-22.392176,5.37,3802
92112,"",18.772849,75.433964,5.37,8928
92117,"",18.77461,-0.961692,5.89,8217
92131,"",18.778156,18.705907,6.18,3795
92133,"",18.778634,52.98796,5.91,11554
92136,"",18.778701,-10.125048,5.69,5954
92161,"",18.783686,18.181519,4.34,8098
92175,"",18.786242,-4.747867,4.22,4688
92202,"",18.791375,-5.705147,5.38,4356
92226,"",18.795726,-40.406167,5.2,5335
92233,"",18.796997,-77.868249,6.39,5921
92243,"",18.79927,31.756835,6.06,13151
92254,"",18.80074,4.241422,6.2,3973
92269,"",18.804467,48.767556,6.12,7622
92270,"",18.804556,23.514749,6.19,6319
92294,"",18.810538,-65.077679,5.71,7386
92296,"",18.81097,-6.004311,6.49,7527
92301,"",18.812614,-18.60115,6.46,5048
92308,"",18.814024,-43.680047,5.46,8203
92312,"",18.814829,19.32872,5.89,9237
92367,"",18.824257,-45.8101,5.8,5072
92382,"",18.826388,-43.434102,5.6,11021
92386,"",18.826998,0.836197,6.24,9014
92390,"",18.827807,-20.324656,5.22,4153
92391,"",18.828043,-5.912863,5.99,3855
92394,"",18.828799,-72.995722,6.04,9105
92398,"",18.82942,32.81282,5.93,13879
92405,"",18.831366,32.551058,5.22,8455
92420,"Sheliak",18.834665,33.362667,3.52,9488
92456,"",18.841992,-13.572262,6.48,3602
92475,"",18.845986,10.976392,6.37,4089
92480,"",18.847359,-22.16219,6.29,6775
92488,"",18.849586,-9.774096,5.82,5917
92487,"",18.849625,-41.062687,6.5,10970
92512,"",18.853348,59.388351,4.63,4516
92524,"",18.856155,-3.317857,6.08,7224
92549,"",18.859712,52.975117,5.51,5181
92550,"",18.85997,28.783671,6.22,4519
92551,"",18.860144,36.539092,6.1,11677
92593,"",18.867201,13.965647,6.19,9649
92599,"",18.868681,41.383244,6.28,11180
92608,"",18.869983,-41.709195,6.47,4117
92609,"",18.870288,-62.187593,4.22,13675
92614,"",18.87123,21.425142,5.43,10797
92630,"",18.874229,-46.595119,5.51,3668
92635,"",18.874532,-26.65077,6.28,4966
92643,"",18.876957,-29.379676,6.12,4251
92646,"",18.877675,-52.10737,5.18,4924
92669,"",18.883305,-46.586329,6.17,8907
92674,"",18.883836,-9.575521,6.27,7767
92676,"",18.883987,-48.360913,6.17,8268
92687,"",18.886667,-51.931437,6.3,11434
92689,"",18.887096,50.708221,4.92,5046
92717,"",18.892556,75.787372,6.33,9250
92728,"",18.895433,36.971721,5.58,13106
92731,"",18.896194,57.486557,6.24,4417
92747,"",18.900025,-21.359845,5.68,4480
92761,"",18.902827,-22.744834,4.86,4140
92768,"",18.90368,27.909528,5.64,4223
92782,"",18.90661,71.297192,4.82,4574
92791,"",18.908412,36.898613,4.22,3839
92814,"",18.911976,-15.603036,5.08,8146
92818,"",18.912468,22.645076,4.57,5333
92822,"",18.913095,48.859401,5.84,6492
92824,"",18.91323,-87.605843,5.29,4316
92831,"",18.914494,41.602723,5.46,4785
92833,"",18.914588,33.968576,5.99,5006
92845,"",18.918649,-22.671328,5,4244
92855,"Nunki",18.92109,-26.296722,2.05,12931
92862,"",18.922249,43.946088,4.08,4165
92866,"",18.92321,-37.386603,6.48,4625
92872,"",18.92429,6.61529,5.58,4772
92882,"",18.92528,-16.376635,5.56,6523
92931,"",18.93352,-23.173751,5.91,9856
92937,"",18.935034,18.10541,5.69,4679
92946,"",18.936995,4.203595,4.62,8011
92951,"",18.937401,4.202132,4.98,7744
92953,"",18.938044,-42.710676,5.35,4853
92963,"",18.939628,-1.799863,6.2,10314
92968,"",18.940446,2.47119,6.14,4926
92969,"",18.940481,65.258084,5.62,4973
92972,"",18.940899,-31.689025,6.45,4451
92989,"",18.944582,-37.343241,5.36,13526
92997,"",18.945851,57.814851,5.67,4567
93012,"",18.948528,-62.801904,6.47,3923
93015,"",18.949177,-67.233495,4.4,6162
93017,"",18.950441,32.901273,5.2,5917
93026,"",18.951019,-5.846314,4.83,4742
93049,"",18.953975,-43.917012,6.27,10919
93051,"",18.954608,2.535346,5.56,9474
93053,"",18.954816,62.396773,6.5,4995
93056,"",18.954975,-44.301366,7.54,4956
93057,"",18.955688,-20.656346,5.02,8174
93068,"",18.957909,58.225026,6.47,8700
93074,"",18.959554,-39.823195,6.29,7709
93085,"",18.962167,-21.106654,3.52,4574
93104,"",18.967194,38.266188,5.89,11376
93117,"",18.969455,-83.422198,6.35,10065
93124,"",18.970763,17.360912,5.33,5472
93134,"",18.972579,-31.035975,6.09,4246
93138,"",18.973251,6.239929,6.22,6378
93140,"",18.973564,-22.529493,6.14,8565
93148,"",18.974378,-52.938629,4.85,10416
93163,"",18.976812,-60.20055,5.14,4233
93174,"",18.978721,-37.107357,4.83,6747
93177,"",18.979608,40.679194,6.2,13478
93179,"",18.979701,13.906648,5.91,7478
93194,"",18.982395,32.689557,3.25,10375
93197,"",18.983166,50.809143,6.32,4890
93203,"",18.984928,13.622245,5.27,5995
93209,"",18.986379,-39.534712,6.49,10196
93210,"",18.986748,39.217321,6.43,14665
93225,"",18.989945,-12.840517,5.51,10158
93234,"",18.990772,-18.566433,6.37,4924
93238,"",18.991465,-70.468653,6.49,7193
93244,"",18.993711,15.068298,4.02,4697
93256,"",18.995966,26.230404,5.26,4442
93270,"",18.999475,22.814515,6.28,3568
93279,"",19.000229,32.145514,4.94,4051
93287,"",19.000987,-66.653618,5.98,4894
93299,"",19.003799,50.533466,5.39,15571
93315,"",19.006892,-24.942171,6.35,4401
93340,"",19.012072,55.658301,5.51,5137
93354,"",19.015334,33.802158,6.04,4882
93371,"",19.017861,-37.061555,6.44,9262
93374,"",19.018176,19.309605,6.47,4639
93393,"",19.021488,26.291411,5.69,11263
93408,"",19.023991,46.934812,5,7852
93418,"",19.025977,-15.282617,6.31,4922
93423,"",19.02715,-22.695364,6.25,3650
93429,"",19.028008,-5.739115,4.02,4702
93437,"",19.030103,33.621257,6.39,12255
93443,"",19.030397,22.264412,6.44,8224
93466,"",19.035288,52.261058,6.35,4882
93470,"",19.035698,-41.910505,6.21,9517
93488,"",19.039324,8.373539,6.25,3647
93498,"",19.041022,-24.846826,5.63,4436
93506,"",19.043532,-29.880105,2.6,8795
93523,"",19.04795,19.661011,6.11,4295
93526,"",19.048472,-3.698987,5.4,9604
93537,"",19.051057,-19.245686,5.96,4562
93542,"",19.051907,-42.095105,4.74,9958
93543,"",19.051944,-19.103024,6.37,6370
93552,"",19.054915,-38.253147,5.73,7077
93574,"",19.058242,-68.755544,5.89,6071
93580,"",19.058959,1.818768,5.82,7877
93624,"",19.065985,-51.018604,5.93,4429
93629,"",19.066947,-57.959962,6.3,5149
93666,"",19.073376,-5.684843,6.48,NA
93667,"",19.073627,-31.047079,5.49,9188
93683,"",19.07805,-21.741496,3.76,4826
93713,"",19.081991,53.396654,5.4,9742
93717,"",19.082687,-4.03142,5.4,4629
93718,"",19.082741,31.744072,5.63,3897
93720,"",19.082857,30.733396,6.07,3839
93733,"",19.086067,49.923166,6.45,4244
93747,"",19.090169,13.863478,2.99,9339
93763,"",19.094772,-15.660419,5.93,9758
93770,"",19.096425,29.921674,6.32,3582
93805,"",19.10415,-4.882554,3.43,11554
93815,"",19.10554,-52.34091,5.17,6154
93825,"",19.106971,-37.063437,4.23,6190
93843,"",19.11048,28.628595,5.53,7239
93845,"",19.110665,24.250793,5.78,8423
93855,"",19.114477,-16.229276,6,9924
93858,"",19.114582,-37.810658,6.15,5548
93860,"",19.115226,-50.323144,6.29,10545
93862,"",19.115445,-48.299144,5.95,9790
93864,"",19.11567,-27.670423,3.32,4543
93867,"",19.116279,11.071228,5.07,10501
93887,"",19.118979,-18.738171,6.28,10274
93903,"",19.121703,36.100157,5.25,11972
93917,"",19.123769,32.501738,5.2,6885
93925,"",19.125234,-28.6368,6.05,3830
93966,"",19.132589,16.853385,6.08,5548
93975,"",19.134311,21.698927,6.22,6572
93993,"",19.137378,-24.657369,6.3,9379
93996,"",19.137973,-19.290289,5.56,11291
94005,"",19.139156,-40.496703,4.57,4718
94013,"",19.140507,52.425731,5.88,4689
94054,"",19.147861,-55.720425,6.44,4663
94068,"",19.149976,6.073207,5.23,6987
94083,"",19.152716,76.560502,5.11,7178
94114,"",19.157869,-37.904474,4.11,9003
94130,"",19.161043,-39.827238,6.44,4729
94140,"",19.162723,65.978513,6.26,9419
94141,"Albaldah",19.162731,-21.023615,2.88,6837
94144,"",19.163374,-19.803657,6.11,4566
94149,"",19.164332,-0.428114,6.34,10235
94150,"",19.164642,-68.424448,5.31,5051
94157,"",19.166015,-41.892256,5.86,11099
94160,"",19.167154,-39.340796,4.1,4554
94243,"",19.183863,-39.004705,6.34,9447
94272,"",19.188559,-29.502293,6.28,10029
94280,"",19.189767,40.429095,6.2,8513
94290,"",19.191939,26.735871,6.35,6527
94302,"",19.194597,56.859213,5.13,4834
94311,"",19.196114,31.283456,5.93,10657
94336,"",19.201416,49.855755,5.85,5670
94372,"",19.207788,-21.658382,6.39,4613
94376,"",19.209225,67.661541,3.07,4869
94382,"",19.210204,21.554572,6.02,8728
94385,"",19.211309,-7.939518,5.35,8505
94398,"",19.212812,-50.48642,6.12,4940
94434,"",19.220463,-25.906786,5.79,4181
94437,"",19.220979,-12.282584,5.51,4090
94477,"",19.228529,2.293707,5.14,10870
94478,"",19.228896,5.515605,6.47,8455
94481,"",19.229302,39.145968,4.43,13675
94490,"",19.231987,57.705102,5,4566
94556,"",19.244319,-45.193527,5.91,5048
94598,"",19.250747,20.203123,6.03,5064
94604,"",19.252199,83.462746,6.5,8391
94620,"",19.254822,21.232118,5.65,8291
94623,"",19.255327,50.071127,6.27,4989
94624,"",19.255581,15.083651,5.58,4724
94630,"",19.256905,30.526381,5.88,3592
94643,"",19.259007,-25.256682,4.86,6010
94645,"",19.259228,-24.179352,6.25,6091
94648,"",19.259229,73.355468,4.45,4394
94646,"",19.259268,18.516353,6.46,3271
94685,"",19.266525,27.926302,6.18,5776
94703,"",19.270289,21.390428,4.76,10567
94712,"",19.272706,-45.466033,5.38,4243
94713,"",19.272804,38.133731,4.35,4392
94720,"",19.274108,14.544616,5.65,9839
94724,"",19.274612,-69.190825,6.25,7809
94727,"",19.275287,4.834795,5.59,8447
94755,"",19.280941,46.999102,6.02,6374
94770,"",19.283479,-65.227702,6.42,10314
94779,"",19.28504,53.368459,3.8,4948
94789,"",19.286729,-66.661048,5.52,7952
94820,"",19.293911,-18.952908,4.88,4824
94827,"",19.295454,23.02554,5.46,9262
94833,"",19.296718,2.031727,6.19,9275
94834,"",19.296944,11.595422,5.28,7791
94858,"",19.302714,-53.387086,6.36,6264
94885,"",19.309026,1.085129,5.1,4588
94890,"",19.310518,49.569456,6.32,4623
94910,"",19.313447,19.610477,6.5,9619
94913,"",19.314151,0.339024,6.4,4755
94916,"",19.314654,9.61807,6.31,4728
94929,"",19.316694,-15.53657,6.09,4127
94932,"",19.316987,37.445346,6.25,9366
94974,"",19.326786,54.375987,6.23,9140
94981,"",19.327502,37.330539,6.29,5638
94982,"",19.327597,12.37468,5.53,7402
94986,"",19.327776,-35.421452,5.59,12443
95002,"",19.331407,11.534965,6.03,8565
95038,"",19.337783,57.645129,5.91,3712
95066,"",19.342473,-5.415766,4.98,4975
95067,"",19.342515,35.185957,6.3,11434
95073,"",19.343246,-0.892161,5.46,10215
95077,"",19.34393,-22.402535,5.59,7343
95081,"",19.344467,65.714531,4.6,9105
95149,"",19.358263,-34.983487,6.48,5796
95154,"",19.35987,76.559596,6.22,NA
95159,"",19.360309,-19.234446,6.25,11405
95167,"",19.361182,79.60283,6.06,8700
95168,"",19.361211,-17.847197,3.92,7605
95176,"",19.362117,-15.955018,4.52,8635
95188,"",19.364137,-18.308388,5.84,4733
95211,"",19.369316,-42.016026,6.33,4613
95222,"",19.372651,-0.252345,5.81,4677
95235,"",19.375931,33.518163,6.09,4751
95239,"",19.377147,-51.231276,6.42,7077
95241,"",19.377303,-44.458965,3.96,11235
95253,"",19.380097,9.91315,6.34,6465
95260,"",19.380801,26.262403,5.22,12329
95261,"",19.380888,-54.423931,5.03,9262
95281,"",19.384569,-7.400615,6.31,4068
95294,"",19.386976,-44.799778,4.27,6968
95319,"",19.392779,33.221966,6.37,5276
95340,"",19.396369,20.264356,6.4,9352
95347,"",19.398103,-40.61594,3.96,11838
95352,"",19.399027,43.388171,5.85,5002
95369,"",19.401528,-68.371082,6.33,4426
95370,"",19.401682,36.452094,6.44,4711
95372,"",19.402105,29.621338,4.99,12367
95396,"",19.405964,-43.722063,6.13,3772
95398,"",19.406131,16.937722,6.27,8672
95408,"",19.408383,-27.865945,6.03,12255
95447,"",19.416164,11.944415,5.17,5388
95453,"",19.417092,-4.884536,6.5,7017
95456,"",19.41779,-29.309359,5.91,4359
95477,"",19.421247,-24.508575,5.02,7566
95485,"",19.422665,-13.89713,5.72,4205
95487,"",19.422887,20.271727,6.31,9742
95492,"",19.423824,24.912774,6.19,6170
95498,"",19.424611,19.798365,5.14,4851
95503,"",19.424906,-23.962457,5.45,4090
95501,"",19.424972,3.114775,3.36,7122
95556,"",19.435868,36.317896,5.17,12367
95557,"",19.4364,-15.053251,5.71,9433
95560,"",19.437013,20.097733,5.6,9619
95564,"",19.438654,-21.776693,5.57,4442
95572,"",19.440037,13.023801,5.76,6474
95576,"",19.440688,62.557145,6.38,4138
95582,"",19.441302,19.891493,5.84,3876
95585,"",19.441969,0.33857,4.64,5984
95619,"",19.449022,-29.743225,5.66,9742
95656,"",19.457212,52.320436,5.73,9560
95664,"",19.459419,14.282481,6.31,10797
95673,"",19.46011,37.941197,6.3,12367
95690,"",19.463366,-54.325272,5.7,4150
95732,"",19.472444,2.93003,5.84,9575
95771,"",19.478427,24.664905,4.44,3986
95785,"",19.482523,24.768723,5.82,4806
95793,"",19.483608,1.950448,5.79,8556
95812,"",19.488341,0.24608,6.25,4295
95818,"",19.489138,20.279737,6.34,11584
95820,"",19.489267,-7.044086,6.37,5119
95822,"",19.489487,14.596019,5.57,4755
95823,"",19.489951,-43.445195,5.7,7685
95853,"",19.495098,51.729779,3.76,8098
95865,"",19.497829,-26.985615,5.46,4629
95866,"",19.497944,-55.441754,6.14,4900
95898,"",19.502926,2.904073,6.08,2806
95929,"",19.509201,3.444403,6.09,9823
95932,"",19.50961,-55.110053,6.29,6501
95937,"",19.511066,-2.788887,5.03,3126
95947,"Albireo",19.512023,27.959681,3.05,4686
95951,"",19.51261,27.965276,5.12,11523
95953,"",19.513009,36.228503,6.26,9758
95965,"",19.515013,-21.312237,6.11,8291
95978,"",19.516746,70.989339,6.06,4133
95999,"",19.519709,-68.43392,5.98,3677
96003,"",19.520432,55.731836,6.37,4623
96014,"",19.522039,50.306706,5.55,4366
96016,"",19.522672,26.617171,5.89,5021
96052,"",19.529534,34.452968,4.74,13675
96095,"",19.537231,-44.546387,6.48,6178
96100,"",19.539149,69.661175,4.67,5322
96141,"",19.54828,-53.185618,5.76,7218
96164,"",19.552796,60.158691,6.3,3828
96178,"",19.556007,-45.271748,5.59,9839
96198,"",19.561557,49.262319,6,3903
96204,"",19.562786,5.465708,6.35,4041
96229,"",19.568153,7.378941,4.45,4531
96234,"",19.569024,-40.034638,5.89,8415
96258,"",19.572161,51.23662,5.71,6391
96275,"",19.57636,19.773403,5,11464
96288,"",19.578127,42.412509,5.34,8815
96297,"",19.57954,63.434171,6.47,4280
96302,"",19.580813,29.462954,5.39,5965
96316,"",19.583676,52.502018,6.39,4625
96327,"",19.585349,-10.560444,5.12,4625
96341,"",19.586942,-48.099202,4.88,4672
96351,"",19.590314,2.913605,6.37,6663
96356,"",19.591613,-7.460283,6.32,4622
96365,"",19.592628,-12.253114,6.27,4684
96387,"",19.596751,36.944539,6.03,11099
96392,"",19.597427,-2.455736,6.99,6273
96396,"",19.598874,50.238618,6.47,4785
96406,"",19.600459,-24.719081,5.64,7858
96417,"",19.60232,22.585763,6.33,10589
96428,"",19.604357,14.39107,6.37,4764
96440,"",19.607243,-18.852921,6.13,7359
96441,"",19.607372,50.221103,4.49,6752
96459,"",19.610555,44.694936,5.17,4993
96465,"",19.611786,-24.883623,4.59,10970
96468,"",19.612022,-1.286601,4.36,11073
96481,"",19.61457,11.273206,5.98,5094
96483,"",19.614847,-7.027477,4.93,10314
96496,"",19.617595,-18.231052,5.66,4427
96503,"",19.619338,29.3337,6.43,11291
96516,"",19.621498,16.462802,5.67,4836
96536,"",19.626227,-14.301801,5.46,6281
96546,"",19.628005,35.022536,6.44,3874
96556,"",19.62981,-4.64764,5.45,6595
96572,"",19.632417,49.284416,6.47,4869
96601,"",19.638275,20.783391,6.5,4779
96607,"",19.640538,-57.983341,6.19,4902
96620,"",19.644769,54.973793,5.89,6361
96630,"",19.646942,3.381522,6.36,9517
96665,"",19.653234,5.397773,5.18,9546
96683,"",19.656279,30.153321,4.68,4906
96688,"",19.657038,16.571121,6.37,NA
96693,"",19.657356,42.818278,5.41,10680
96706,"",19.659593,45.957439,6.25,4987
96721,"",19.661606,-45.27855,6.24,7255
96724,"",19.662478,33.978938,6.1,8505
96729,"",19.663739,-23.4277,6.33,9094
96734,"",19.664486,-66.685505,6.37,9059
96757,"",19.668275,18.01389,4.39,5346
96760,"",19.668657,-23.429086,5.97,4777
96771,"",19.670332,60.507114,6.49,7697
96781,"",19.671858,-54.41779,6.24,4847
96805,"",19.678097,43.077824,6.17,3870
96807,"",19.6787,-0.621233,5.64,8276
96808,"",19.678717,-16.293268,5.3,4648
96825,"",19.680601,45.524942,5.06,6608
96837,"",19.68415,17.476041,4.39,4772
96840,"",19.684869,13.815682,5.98,11047
96856,"",19.687403,22.452773,6.43,4024
96882,"",19.693681,-65.854414,6.08,3880
96895,"",19.696945,50.52506,5.99,5745
96901,"",19.697783,50.517523,6.25,5686
96907,"",19.699338,40.254144,6.22,7877
96917,"",19.700812,-9.193654,6.31,4256
96919,"",19.701151,55.463222,6.42,4072
96931,"",19.703559,12.193261,6.33,11021
96950,"",19.708648,-16.123996,5.06,7122
96957,"",19.709447,11.826583,5.28,5987
96977,"",19.71239,32.426741,5.93,8313
97028,"",19.719332,30.677891,6.08,9488
97029,"",19.719657,38.671713,6.37,4456
97033,"",19.720653,58.016617,6.29,5932
97063,"",19.72598,-15.470105,5.49,6456
97067,"",19.727116,-37.538765,6.14,9275
97070,"",19.727637,57.042713,6.28,5081
97077,"",19.72859,25.771929,5.5,4971
97081,"",19.729192,41.773108,5.86,3785
97087,"",19.730959,34.162724,6.04,10870
97091,"",19.732215,27.135398,6.27,4821
97118,"",19.737943,37.354355,4.89,4952
97122,"",19.738446,69.337065,5.9,8700
97139,"",19.742831,13.302783,6.25,10215
97142,"",19.743937,34.414164,6.39,3951
97144,"",19.744805,8.726538,6.43,4968
97151,"",19.746959,40.716803,6.36,3870
97165,"",19.749574,45.13081,2.86,9560
97228,"",19.761015,36.091022,6.38,10375
97229,"",19.761096,7.613158,5.89,7889
97242,"",19.764265,35.012751,6.14,4718
97244,"",19.764509,-2.883453,6.47,9313
97260,"",19.767005,-31.908571,5.51,9213
97278,"Tarazed",19.770994,10.613261,2.72,3977
97290,"",19.772707,-19.761113,4.87,4735
97295,"",19.773777,33.727598,5,6387
97307,"",19.776393,32.888591,6.18,4538
97326,"",19.779073,68.437998,6.34,7172
97365,"",19.789795,18.534286,3.68,4301
97372,"",19.790787,47.907564,6.14,3671
97376,"",19.79105,38.407614,5.83,11291
97402,"",19.796816,25.384058,6,4863
97421,"",19.800321,-56.362611,5.33,7791
97423,"",19.80084,-13.703616,6.11,7809
97433,"",19.80285,70.26793,3.84,5079
97454,"",19.808476,10.6941,6.44,4985
97473,"",19.811683,11.815896,5.75,6099
97484,"",19.813937,-12.319421,6.47,3554
97485,"",19.814055,33.437283,6.42,8232
97491,"",19.815301,-52.888109,6.27,4609
97496,"",19.816294,19.142042,5.01,8496
97499,"",19.817279,-10.870763,6,4434
97515,"",19.819889,-28.788972,6.04,6714
97534,"",19.823694,-72.503378,5.39,7571
97538,"",19.824306,38.710149,6.12,5040
97569,"",19.831505,-66.813069,6.44,4022
97572,"",19.831867,28.439674,6.45,11806
97573,"",19.83217,27.085182,6.46,4975
97598,"",19.837238,-47.557392,5.91,3547
97607,"",19.838189,7.902419,6.49,11263
97611,"",19.839376,-61.06112,6.21,12974
97630,"",19.842776,38.722419,5.18,3592
97634,"",19.843702,40.599759,5.68,10567
97635,"",19.843813,52.988001,5.03,4346
97646,"",19.845775,-59.193667,5.41,8608
97649,"Altair",19.846388,8.868322,0.76,7645
97650,"",19.846329,-10.763512,5.38,6719
97651,"",19.846353,37.826324,6.13,3712
97674,"",19.85032,-65.605087,6.04,7132
97675,"",19.850456,10.415727,5.12,6033
97679,"",19.851141,22.610046,4.9,13827
97687,"",19.853083,-2.46099,6.12,3844
97697,"",19.854925,9.629887,6.25,8439
97700,"",19.855382,47.377236,6.22,6738
97709,"",19.857455,4.088632,6.47,4249
97749,"",19.864056,-39.874367,5.32,10294
97757,"",19.866408,47.027339,5.6,11047
97765,"",19.867109,24.992162,5.54,5625
97767,"",19.867623,11.628329,6.16,5749
97774,"",19.868658,47.931795,5.91,15037
97783,"",19.870001,-19.044991,5.88,4890
97789,"",19.871226,36.432295,6.13,4104
97796,"",19.872712,18.671875,6.24,10029
97804,"",19.874547,1.005661,3.87,5790
97816,"",19.877143,-54.971026,5.76,5021
97819,"",19.877532,-54.976444,6.5,8455
97845,"",19.88368,47.80772,6.3,12600
97849,"",19.885107,-14.603203,6.47,8091
97870,"",19.88816,57.523482,5.14,12560
97871,"",19.888538,-3.114464,5.63,7588
97886,"",19.891026,24.079614,4.57,10334
97892,"",19.893168,59.70866,6.06,9105
97928,"",19.902299,-8.574211,5.76,3596
